Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
333,Resident Evil 3: Nemesis,PS,19,Action,Eidos Interactive,120,76,130,11,183
334,Spyro: Year of the Dragon,PS,20,Platform,Sony Computer Entertainment,182,153,0,19,182
335,FIFA Soccer 2005,PS2,24,Sports,Electronic Arts,48,222,4,59,181
336,Pokémon Trading Card Game,GB,18,Strategy,Nintendo,139,72,119,10,181
337,Battlefield 4,PS3,33,Shooter,Electronic Arts,120,146,26,61,180
338,MySims,DS,27,Simulation,Electronic Arts,149,155,8,41,180
339,Friend Collection,DS,29,Misc,Nintendo,0,0,198,0,179
340,Tony Hawk's Pro Skater 4,PS2,22,Sports,Activision,202,117,1,35,179
341,Midnight Club 3: DUB Edition,PSP,25,Racing,Take-Two Interactive,155,121,0,79,178
342,Banjo-Kazooie,N64,18,Platform,Nintendo,176,112,51,10,177
343,SOCOM: U.S. Navy SEALs,PS2,22,Shooter,Sony Computer Entertainment,235,80,6,24,177
344,Guitar Hero: World Tour,Wii,28,Misc,Activision,219,96,0,35,177
345,Gran Turismo 6,PS3,33,Racing,Sony Computer Entertainment,61,171,38,74,176
346,Jak and Daxter: The Precursor Legacy,PS2,21,Platform,Sony Computer Entertainment,197,108,15,33,176
347,Pokemon Snap,N64,19,Simulation,Nintendo,211,67,61,6,175
348,FIFA Soccer 10,PS3,29,Sports,Electronic Arts,50,220,5,52,175
349,Pro Evolution Soccer 2008,PS2,27,Sports,Konami Digital Entertainment,4,0,59,149,175
350,Call of Duty: Ghosts,PS4,33,Shooter,Activision,168,140,5,38,175
351,Resident Evil 4,PS2,25,Action,Capcom,197,82,43,25,174
352,Tom Clancy's The Division,PS4,36,Shooter,Ubisoft,118,155,15,57,173
353,Star Wars: Battlefront,PS2,24,Shooter,LucasArts,182,121,3,44,173
354,Doom II: Hell on Earth,PC,14,Shooter,Virgin Interactive,194,138,0,16,173
355,The Simpsons: Road Rage,PS2,21,Racing,Electronic Arts,191,116,0,42,173
356,Cooking Mama 2: Dinner With Friends,DS,27,Simulation,505 Games,151,145,10,39,173
357,Luigi's Mansion,GC,21,Action,Nintendo,222,66,43,10,172
358,Star Wars: Battlefront II,PS2,25,Shooter,LucasArts,206,101,3,37,171
359,WWF SmackDown!,PS,20,Fighting,THQ,190,133,6,16,170
360,Croc: Legend of the Gobbos,PS,17,Platform,Fox Interactive,147,170,0,20,169
361,Grand Theft Auto: Liberty City Stories,PS2,26,Action,Take-Two Interactive,146,138,7,50,168
362,The Getaway,PS2,22,Action,Sony Computer Entertainment,113,168,5,49,168
363,Tomb Raider III: Adventures of Lara Croft,PS,17,Action,Eidos Interactive,156,153,12,18,168
364,James Bond 007: Agent Under Fire,PS2,21,Shooter,Electronic Arts,179,112,10,41,167
365,LEGO Star Wars: The Video Game,PS2,25,Action,Eidos Interactive,187,113,1,41,167
366,Battlefield 4,X360,33,Shooter,Electronic Arts,203,107,2,29,167
367,FIFA Soccer 11,X360,30,Sports,Electronic Arts,61,217,2,40,167
368,Rugrats in Paris: The Movie,PS,20,Action,THQ,185,131,0,23,166
369,Spyro 2: Ripto's Rage!,PS,19,Platform,Sony Computer Entertainment,203,120,1,17,166
370,Left 4 Dead,X360,28,Shooter,Electronic Arts,247,49,5,30,166
371,Mario & Sonic at the Olympic Winter Games,DS,29,Sports,Sega,112,160,26,38,166
372,Resident Evil 5,X360,29,Action,Capcom,200,93,12,34,165
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,16,Platform,Nintendo,107,49,139,8,165
374,Assassin's Creed: Brotherhood,X360,30,Action,Ubisoft,259,38,3,24,164
375,Kung Fu,NES,5,Action,Nintendo,154,37,122,6,164
376,Batman: Arkham Asylum,X360,29,Action,Eidos Interactive,208,96,2,31,164
377,Clubhouse Games,DS,26,Misc,Nintendo,49,172,67,35,164
378,FIFA Soccer 2004,PS2,37,Sports,Electronic Arts,49,214,4,51,163
379,Star Wars Battlefront (2015),XOne,35,Shooter,Electronic Arts,183,121,2,31,163
380,Battlefield: Bad Company 2,X360,30,Shooter,Electronic Arts,198,101,4,32,162
381,Guitar Hero: On Tour,DS,28,Misc,Activision,200,100,1,35,162
382,Assassin's Creed: Unity,XOne,34,Action,Ubisoft,213,88,0,30,161
383,Far Cry 3,PS3,32,Shooter,Ubisoft,78,167,10,72,160
384,Monster Hunter 4,3DS,33,Role-Playing,Capcom,0,0,193,0,159
385,Borderlands,X360,29,Shooter,Take-Two Interactive,223,72,3,29,159
386,Tekken 4,PS2,22,Fighting,Namco Bandai Games,145,126,31,29,159
387,Battlefield 4,PS4,33,Shooter,Electronic Arts,124,149,17,38,158
388,LittleBigPlanet 2,PS3,31,Platform,Sony Computer Entertainment,171,106,6,47,157
389,Grand Theft Auto 2,PS,18,Action,Take-Two Interactive,103,194,0,22,157
390,Final Fantasy III,SNES,14,Role-Playing,SquareSoft,76,0,173,2,157
391,Spider-Man 2,PS2,24,Action,Activision,165,119,2,43,156
392,F-1 Race,GB,10,Racing,Nintendo,163,68,55,40,156
393,FIFA Soccer 2003,PS2,22,Sports,Electronic Arts,36,209,5,61,155
394,Crash Bash,PS,20,Misc,Sony Computer Entertainment,146,143,19,17,154
395,LEGO Batman: The Videogame,X360,28,Action,Warner Bros. Interactive Entertainment,192,102,0,32,153
396,Metal Gear Solid V: The Phantom Pain,PS4,35,Action,Konami Digital Entertainment,98,133,45,47,153
397,The Legend of Zelda: Spirit Tracks,DS,29,Action,Nintendo,133,93,68,27,153
398,WWF War Zone,PS,18,Fighting,Acclaim Entertainment,229,75,0,13,152
399,The Legend of Zelda: Majora's Mask,N64,20,Action,Nintendo,179,66,67,6,152
400,Professor Layton and the Unwound Future,DS,28,Puzzle,Nintendo,55,155,76,28,152
401,Rugrats: Search For Reptar,PS,18,Adventure,THQ,153,148,0,18,151
402,Assassin's Creed IV: Black Flag,X360,33,Action,Ubisoft,179,113,1,29,151
403,English Training: Have Fun Improving Your Skills!,DS,26,Misc,Nintendo,0,98,161,2,150
404,James Bond 007: Nightfire,PS2,22,Shooter,Electronic Arts,135,128,12,46,150
405,Ratchet & Clank,PS2,22,Platform,Sony Computer Entertainment,134,100,53,30,150
406,Mario Party 9,Wii,32,Misc,Nintendo,105,116,70,24,149
407,Star Wars Episode III: Revenge of the Sith,PS2,25,Action,LucasArts,137,137,3,43,149
408,Max Payne,PS2,21,Shooter,Take-Two Interactive,188,104,5,22,148
409,The Lord of the Rings: The Return of the King,PS2,23,Action,Electronic Arts,140,127,5,46,147
410,Assassin's Creed Syndicate,PS4,35,Action,Ubisoft,70,181,6,50,147
411,Destiny,XOne,34,Shooter,Activision,202,91,0,23,147
412,True Crime: Streets of LA,PS2,23,Action,Activision,178,104,2,31,146
413,Wii Music,Wii,28,Misc,Nintendo,126,112,43,32,146
414,Gran Turismo (PSP),PSP,29,Racing,Sony Computer Entertainment,40,154,30,86,146
415,Monster Hunter X,3DS,35,Action,Capcom,21,19,181,4,145
416,Tekken,PS,15,Fighting,Sony Computer Entertainment,85,129,71,22,144
417,FIFA 16,XOne,35,Sports,Electronic Arts,78,197,0,23,143
418,L.A. Noire,PS3,31,Adventure,Take-Two Interactive,117,131,12,51,143
419,Madden NFL 16,PS4,35,Sports,Electronic Arts,219,30,0,59,142
420,Yokai Watch 2 Ganso/Honke,3DS,34,Role-Playing,Nintendo,3,0,190,0,142
421,007: Tomorrow Never Dies,PS,19,Shooter,Electronic Arts,162,131,0,16,141
422,Baseball,NES,3,Sports,Nintendo,63,10,164,2,140
423,Killer Instinct,SNES,15,Fighting,Nintendo,213,71,12,10,140
424,WWF SmackDown! 2: Know Your Role,PS,20,Fighting,THQ,166,120,7,16,140
425,Crisis Core: Final Fantasy VII,PSP,27,Role-Playing,Square Enix,125,59,74,44,139
426,God of War: Chains of Olympus,PSP,28,Action,Sony Computer Entertainment,138,100,4,66,139
427,Dragon Quest VI: Maboroshi no Daichi,SNES,15,Role-Playing,Enix Corporation,0,0,191,0,139
428,Dance Central,X360,30,Misc,MTV Games,204,76,1,26,139
429,Enter the Matrix,PS2,23,Action,Atari,168,111,9,19,138
430,Super Mario Maker,WiiU,35,Platform,Nintendo,108,86,85,20,138
431,Fallout: New Vegas,PS3,30,Role-Playing,Bethesda Softworks,142,107,10,47,137
432,LEGO Batman: The Videogame,Wii,37,Action,Warner Bros. Interactive Entertainment,175,101,0,29,137
433,Rhythm Heaven,DS,28,Misc,Nintendo,48,50,145,14,137
434,Ace Combat 04: Shattered Skies,PS2,21,Simulation,Sony Computer Entertainment Europe,195,55,36,17,137
435,Club Penguin: Elite Penguin Force,DS,28,Adventure,Disney Interactive Studios,177,97,0,30,136
436,Animal Crossing,GC,21,Simulation,Nintendo,181,16,91,9,135
437,LEGO Batman: The Videogame,DS,28,Action,Warner Bros. Interactive Entertainment,169,105,0,29,135
438,Sonic Rush,DS,25,Platform,Sega,112,152,6,29,135
439,Resident Evil 6,PS3,32,Shooter,Capcom,78,96,80,42,135
440,Halo: The Master Chief Collection,XOne,34,Shooter,Microsoft Game Studios,178,98,3,24,135
441,FIFA Soccer 08,PS2,27,Sports,Electronic Arts,58,0,0,144,134
442,Spider-Man,PS,20,Action,Activision,160,124,2,16,133
443,Need for Speed III: Hot Pursuit,PS,18,Racing,Electronic Arts,203,85,0,13,132
444,Star Wars Episode I Racer,N64,19,Racing,Nintendo,217,61,14,4,132
445,Personal Trainer: Cooking,DS,26,Misc,Nintendo,81,99,93,17,132
446,The Elder Scrolls IV: Oblivion,PS3,27,Role-Playing,Ubisoft,159,86,14,42,132
447,Dragon Warrior IV,NES,10,Role-Playing,Enix Corporation,6,0,185,1,132
448,Heavy Rain,PS3,30,Adventure,Sony Computer Entertainment,119,126,6,50,132
449,Mass Effect 2,X360,30,Role-Playing,Electronic Arts,188,81,3,27,131
450,FIFA 15,X360,34,Sports,Electronic Arts,68,191,0,30,131
451,Dragon Ball Z: Budokai,PS2,22,Fighting,Atari,205,28,51,8,130
452,Madden NFL 2002,PS2,21,Sports,Electronic Arts,232,16,1,42,129
453,World Class Track Meet,NES,6,Sports,Namco Bandai Games,181,44,59,7,129
454,Borderlands 2,X360,32,Shooter,Take-Two Interactive,178,90,4,24,128
455,The Legend of Zelda: A Link Between Worlds,3DS,33,Action,Nintendo,130,98,43,22,128
456,Donkey Kong,GB,14,Platform,Nintendo,147,61,51,34,128
457,The Sims: Vacation,PC,22,Simulation,Electronic Arts,162,120,0,14,128
458,Mass Effect 3,X360,32,Role-Playing,Electronic Arts,183,85,3,24,128
459,Kung Fu Panda,X360,28,Action,Activision,180,83,0,29,127
460,Far Cry 3,X360,32,Shooter,Ubisoft,128,133,2,28,126
461,Epic Mickey,Wii,30,Platform,Disney Interactive Studios,195,63,12,22,126
462,Saints Row 2,X360,28,Action,THQ,183,79,2,27,125
463,Rayman,PS,15,Platform,Ubisoft,144,131,0,16,125
464,Killzone 2,PS3,29,Shooter,Sony Computer Entertainment,130,106,8,47,124
465,Tom Clancy's Splinter Cell,XB,22,Action,Ubisoft,174,103,0,13,124
466,Mike Tyson's Punch-Out!!,NES,7,Fighting,Nintendo,192,46,42,7,124
467,WWE SmackDown! Shut Your Mouth,PS2,22,Sports,THQ,135,112,7,38,124
468,Gears of War: Ultimate Edition,XOne,35,Shooter,Microsoft Game Studios,222,32,0,31,123
469,NBA 2K13,X360,32,Sports,Take-Two Interactive,242,21,1,19,123
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,27,Fighting,Atari,105,0,70,103,123
471,wwe Smackdown vs. Raw 2006,PS2,37,Fighting,,147,101,0,41,123
472,Middle-Earth: Shadow of Mordor,PS4,34,Action,Warner Bros. Interactive Entertainment,91,139,5,53,122
473,Star Fox,SNES,13,Shooter,Nintendo,151,50,74,7,122
474,The Sims: Livin Large,PC,20,Misc,Electronic Arts,157,117,0,13,122
475,World Soccer Winning Eleven 6 International,PS2,22,Sports,Konami Digital Entertainment,10,125,105,45,122
476,Devil May Cry,PS2,21,Action,Capcom,126,85,59,13,122
477,Animal Crossing: Happy Home Designer,3DS,35,Simulation,Nintendo,37,99,120,12,121
478,Battlefield: Bad Company 2,PS3,30,Shooter,Electronic Arts,123,111,8,45,120
479,The Sims 4,PC,34,Simulation,Electronic Arts,86,164,0,29,120
480,Star Wars: The Old Republic,PC,31,Role-Playing,Electronic Arts,148,100,0,38,120
481,Sonic Heroes,PS2,23,Platform,Sega,94,135,6,49,119
482,Kirby Super Star Ultra,DS,28,Platform,Nintendo,147,4,106,15,119
483,Hitman 2: Silent Assassin,PS2,22,Action,Eidos Interactive,126,114,4,41,119
484,Street Fighter IV,X360,29,Fighting,Capcom,171,70,15,26,118
485,Wave Race 64,N64,16,Racing,Nintendo,187,57,32,4,117
486,SOCOM II: U.S. Navy SEALs,PS2,23,Shooter,Sony Computer Entertainment,210,50,6,15,117
487,WWE SmackDown! vs. RAW 2006,PS2,25,Fighting,THQ,135,110,4,33,117
488,inFAMOUS,PS3,29,Action,Sony Computer Entertainment,166,68,12,37,117
489,Pac-Man Collection,GBA,21,Puzzle,Atari,196,76,5,5,117
490,Mass Effect,X360,27,Role-Playing,Microsoft Game Studios,172,79,3,27,116
491,WarioWare: Smooth Moves,Wii,26,Puzzle,Nintendo,77,105,67,26,115
492,Cooking Mama: Cook Off,Wii,27,Simulation,505 Games,133,112,5,30,114
493,Super Mario World 2: Yoshi's Island,GBA,22,Platform,Nintendo,165,44,57,9,114
494,FIFA 14,PS4,33,Sports,Electronic Arts,51,174,11,33,113
495,Titanfall,XOne,34,Shooter,Electronic Arts,173,79,4,22,113
496,Sonic Mega Collection Plus,PS2,24,Misc,Sega,144,113,0,22,113
497,Sega Superstars Tennis,X360,28,Sports,Sega,165,85,0,28,113
498,World Soccer Winning Eleven 7 International,PS2,23,Sports,Konami Digital Entertainment,6,123,103,45,113
499,Need for Speed: Most Wanted,PS3,32,Racing,Electronic Arts,61,146,6,61,112
500,Hot Shots Golf 3,PS2,21,Sports,Sony Computer Entertainment,89,32,119,20,112
501,Call of Duty: Finest Hour,PS2,24,Shooter,Activision,141,111,1,24,112
502,Zumba Fitness 2,Wii,31,Sports,Majesco Entertainment,144,106,0,28,111
503,Syphon Filter,PS,19,Shooter,Sony Computer Entertainment,192,71,2,11,111
504,Imagine: Babyz,DS,27,Simulation,Ubisoft,120,126,0,31,111
505,Colin McRae Rally,PS,18,Racing,Codemasters,7,219,12,22,110
506,Call of Duty: Ghosts,XOne,33,Shooter,Activision,176,76,0,22,109
507,Madden NFL 13,X360,32,Sports,Electronic Arts,235,16,0,17,109
508,The Elder Scrolls III: Morrowind,XB,22,Role-Playing,Ubisoft,198,62,3,11,109
509,Mortal Kombat,PS3,31,Fighting,Warner Bros. Interactive Entertainment,187,54,0,32,108
510,F-Zero,SNES,10,Racing,Nintendo,127,50,81,7,108
511,Yoshi's Story,N64,17,Platform,Nintendo,119,52,90,5,108
512,Command & Conquer: Red Alert,PC,16,Strategy,Virgin Interactive,127,132,0,14,108
513,Skylanders: Spyro's Adventure,Wii,31,Action,Activision,130,113,0,31,108
514,FIFA 16,PS3,35,Sports,Electronic Arts,33,187,5,42,108
515,Assassin's Creed: Brotherhood,PS3,30,Action,Ubisoft,176,56,11,30,107
516,BioShock,X360,27,Shooter,Take-Two Interactive,155,85,5,28,106
517,Madden NFL 10,X360,29,Sports,Electronic Arts,234,9,0,22,106
518,Medal of Honor,PS3,30,Shooter,Electronic Arts,118,104,7,43,106
519,WWE SmackDown! vs. Raw,PS2,22,Fighting,THQ,122,107,4,39,106
520,Metroid Prime,GC,22,Shooter,Nintendo,185,66,10,9,105
521,Finding Nemo,GBA,23,Action,THQ,149,104,4,14,105
522,Myst,PC,14,Adventure,Red Orb,2,234,0,0,104
523,Need for Speed: Hot Pursuit,PS3,30,Racing,Electronic Arts,95,124,3,48,104
524,Imagine: Fashion Designer,DS,27,Simulation,Ubisoft,122,118,0,30,104
525,WWE SmackDown! Here Comes the Pain,PS2,23,Fighting,THQ,122,105,4,38,103
526,Star Wars: The Force Unleashed,X360,28,Action,LucasArts,164,79,0,26,103
527,Yoshi's Island DS,DS,26,Platform,Nintendo,137,7,100,15,103
528,Hot Shots Golf,PS,17,Sports,Sony Computer Entertainment,24,20,156,18,102
529,Killzone 3,PS3,31,Shooter,Sony Computer Entertainment,135,87,9,38,102
530,A Bug's Life,PS,18,Platform,Sony Computer Entertainment,185,71,0,11,102
531,WWF SmackDown! Just Bring It,PS2,21,Fighting,THQ,109,114,4,41,102
532,Dragon Quest V: Tenkuu no Hanayome,SNES,12,Role-Playing,Enix Corporation,0,0,181,1,102
533,Mortal Kombat Trilogy,PS,16,Fighting,GT Interactive,187,69,0,11,102
534,Battlefield 3,PC,31,Shooter,Electronic Arts,79,141,0,48,102
535,NBA Street,PS2,21,Sports,Electronic Arts,207,22,0,38,102
536,Professor Layton and the Last Specter,DS,29,Puzzle,Nintendo,25,143,62,34,102
537,Monster Hunter Tri,3DS,31,Role-Playing,Nintendo,36,29,146,7,102
538,Jak II,PS2,23,Platform,Sony Computer Entertainment,158,73,0,36,101
539,inFAMOUS: Second Son,PS4,34,Action,Sony Computer Entertainment,117,96,7,47,101
540,Ratchet & Clank: Going Commando,PS2,23,Platform,Sony Computer Entertainment,134,82,25,25,101
541,Tekken 6,PS3,29,Fighting,Namco Bandai Games,110,97,17,43,101
542,The Sims,PS2,23,Simulation,Electronic Arts,131,111,0,24,100
543,Sonic and the Secret Rings,Wii,27,Platform,Sega,114,119,4,30,100
544,Saints Row: The Third,X360,31,Action,THQ,115,114,7,30,100
545,Missile Command,2600,0,Shooter,Atari,238,17,0,3,99
546,Mario Paint,SNES,12,Misc,Nintendo,133,53,65,7,98
547,Assassin's Creed IV: Black Flag,PS4,33,Action,Ubisoft,97,130,6,31,97
548,Pokémon Stadium 2,N64,20,Strategy,Nintendo,92,35,103,23,96
549,Metroid,NES,6,Action,Nintendo,123,31,94,5,96
550,L.A. Noire,X360,31,Adventure,Take-Two Interactive,142,93,2,24,95
551,Call of Duty 3,X360,26,Shooter,Activision,139,92,2,27,94
552,The Legend of Zelda: A Link to the Past,GBA,22,Action,Nintendo,165,51,31,10,93
553,Onimusha: Warlords,PS2,21,Action,Virgin Interactive,89,47,99,14,93
554,Mortal Kombat X,PS4,35,Fighting,Warner Bros. Interactive Entertainment,137,75,0,47,93
555,Mario Party,N64,18,Misc,Nintendo,115,52,79,5,93
556,Madden NFL 12,X360,31,Sports,Electronic Arts,226,11,0,16,92
557,LEGO Star Wars II: The Original Trilogy,PS2,26,Action,LucasArts,174,63,1,19,92
558,Madden NFL 11,X360,30,Sports,Electronic Arts,222,12,0,18,92
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,30,Puzzle,Nintendo,153,51,33,18,92
560,Skate 3,X360,30,Sports,Electronic Arts,136,97,0,24,91
561,Burnout 3: Takedown,PS2,24,Racing,Electronic Arts,113,110,0,34,91
562,Yokai Watch 2 Shinuchi,3DS,34,Role-Playing,Level 5,0,0,178,0,91
563,Need for Speed: Shift,PS3,29,Racing,Electronic Arts,59,139,4,53,91
564,Final Fantasy XIII-2,PS3,31,Role-Playing,Square Enix,68,74,81,26,91
565,Mortal Kombat,GEN,12,Fighting,Arena Entertainment,184,62,0,9,90
566,Call Of Duty 2: Big Red One,PS2,25,Shooter,Activision,138,91,1,26,90
567,Guitar Hero: World Tour,X360,28,Misc,Activision,168,63,0,25,90
568,Medal of Honor,PS,18,Shooter,Electronic Arts,134,108,0,14,90
569,Fable,XB,24,Role-Playing,Microsoft Game Studios,188,57,0,9,89
570,Hannah Montana,DS,26,Action,Disney Interactive Studios,149,79,0,26,88
571,Tom Clancy's Splinter Cell,PS2,23,Action,Ubisoft,105,110,0,40,88
572,Skylanders Giants,Wii,32,Action,Activision,146,87,0,22,88
573,Medal of Honor Heroes,PSP,26,Shooter,Electronic Arts,76,110,1,66,88
574,Super Mario Bros.: The Lost Levels,NES,6,Platform,Nintendo,0,0,175,0,88
575,Star Wars: Shadows of the Empire,N64,16,Action,Nintendo,189,49,12,3,88
576,LEGO Star Wars: The Complete Saga,X360,27,Action,LucasArts,143,86,0,24,87
577,Midnight Club: Street Racing,PS2,20,Racing,Take-Two Interactive,189,46,2,14,86
578,Pac-Man: Adventures in Time,PSP,26,Fighting,Sony Computer Entertainment,66,109,12,65,86
579,Halo Wars,X360,29,Strategy,Microsoft Game Studios,143,81,4,24,86
580,God of War Collection,PS3,29,Action,Sony Computer Entertainment,160,45,6,41,86
581,ESPN NFL 2K5,PS2,24,Sports,Sega,204,12,0,36,85
582,Mario Strikers Charged,Wii,27,Sports,Nintendo,97,105,23,25,85
583,Medal of Honor,X360,30,Shooter,Electronic Arts,145,80,4,21,85
584,FIFA Soccer 10,X360,29,Sports,Electronic Arts,49,170,1,23,85
585,NBA 2K12,X360,31,Sports,Take-Two Interactive,217,14,1,16,85
586,Style Savvy,DS,28,Simulation,Nintendo,53,83,88,19,84
587,Harry Potter and the Chamber of Secrets,PS2,22,Action,Electronic Arts,80,121,4,44,84
588,Super Mario All-Stars: Limited Edition,Wii,30,Platform,Nintendo,92,51,84,14,83
589,Streets of Rage,GEN,10,Action,Sega,175,54,11,8,83
590,FIFA Soccer 09,PS3,28,Sports,Electronic Arts,38,157,4,43,82
591,Ratchet & Clank Future: Tools of Destruction,PS3,27,Platform,Sony Computer Entertainment,83,111,8,45,82
592,NBA Live 2005,PS2,24,Sports,Electronic Arts,192,21,0,35,82
593,LittleBigPlanet,PSP,29,Platform,Sony Computer Entertainment,54,123,1,69,81
594,Killzone: Shadow Fall,PS4,33,Shooter,Sony Computer Entertainment,79,131,7,28,81
595,Ghostbusters: The Video Game (DS Version),X360,29,Action,Take-Two Interactive,94,123,3,27,81
596,Monster Hunter Freedom 2,PSP,27,Role-Playing,Capcom,30,27,139,18,81
597,WWE SmackDown vs. RAW 2007,PS2,26,Fighting,THQ,130,87,3,26,81
598,Ratchet & Clank: Up Your Arsenal,PS2,24,Platform,Sony Computer Entertainment,121,73,30,22,80
599,Art Academy,DS,30,Misc,Nintendo,23,161,31,28,80
600,Dragon Age: Origins,X360,29,Role-Playing,Electronic Arts,166,55,3,22,80
601,Madden NFL 08,PS2,27,Sports,Electronic Arts,203,8,0,35,80
602,Sonic Adventure 2 Battle,GC,21,Platform,Sega,160,58,21,7,79
603,Dragon Warrior II,NES,7,Role-Playing,Enix Corporation,13,0,165,0,79
604,Madden NFL 13,PS3,32,Sports,Electronic Arts,200,23,0,22,79
605,Pokémon Colosseum,GC,23,Role-Playing,Nintendo,111,56,64,7,78
606,Deca Sports,Wii,28,Sports,Konami Digital Entertainment,103,86,28,25,78
607,Madden NFL 09,X360,28,Sports,Electronic Arts,209,12,0,20,78
608,Space Invaders,2600,37,Shooter,Atari,221,14,0,3,77
609,Crazy Taxi,PS2,21,Racing,Acclaim Entertainment,103,111,6,22,76
610,Perfect Dark,N64,20,Action,Nintendo,145,74,16,6,76
611,Game Party,Wii,27,Misc,Midway Games,140,77,0,24,76
612,Dragon Warrior,NES,6,Role-Playing,Capcom,39,0,48,123,76
613,Tomb Raider (2013),PS3,33,Action,Square Enix,50,130,8,52,75
614,Marvel: Ultimate Alliance,X360,26,Role-Playing,Activision,215,2,0,19,74
615,PES 2009: Pro Evolution Soccer,PS2,28,Sports,Konami Digital Entertainment,11,7,25,139,74
616,Mario Party 2,N64,19,Misc,Nintendo,118,14,98,1,74
617,Saints Row: The Third,PS3,31,Action,THQ,76,105,18,39,73
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,23,Action,Take-Two Interactive,173,55,0,9,73
619,LEGO Harry Potter: Years 1-4,Wii,30,Action,Warner Bros. Interactive Entertainment,119,96,0,23,73
620,Mortal Kombat: Deadly Alliance,PS2,22,Fighting,Midway Games,170,51,0,15,73
621,Resistance 2,PS3,28,Shooter,Sony Computer Entertainment,105,84,10,39,72
622,Pure,X360,28,Racing,Disney Interactive Studios,128,84,0,25,72
623,Tomb Raider: The Last Revelation,PS,18,Action,Eidos Interactive,105,113,6,13,72
624,NBA 2K13,PS3,32,Sports,Take-Two Interactive,162,43,5,27,72
625,Rock Band,X360,37,Misc,Electronic Arts,182,34,0,21,72
626,NBA 2K14,X360,33,Sports,Take-Two Interactive,199,20,0,17,71
627,Mario Party 4,GC,22,Misc,Nintendo,103,35,84,7,71
628,uDraw Studio,Wii,30,Misc,THQ,157,57,0,20,70
629,Midnight Club: Los Angeles,PS3,28,Racing,Take-Two Interactive,145,53,5,31,69
630,Final Fantasy V,SNES,12,Role-Playing,SquareSoft,0,0,167,2,69
631,Final Fantasy Tactics,PS,17,Role-Playing,SquareSoft,83,12,116,6,69
632,Twisted Metal 2,PS,16,Racing,Sony Computer Entertainment,201,25,0,7,68
633,Halo: Combat Evolved Anniversary,X360,31,Shooter,Microsoft Game Studios,134,72,4,22,68
634,Need for Speed Carbon: Own the City,PSP,26,Racing,Electronic Arts,77,97,0,59,68
635,The Sims: Bustin' Out,PS2,23,Simulation,Electronic Arts,97,118,0,18,67
636,Riven: The Sequel to Myst,PC,17,Adventure,Red Orb,142,81,0,10,67
637,Tom Clancy's Rainbow Six: Vegas 2,X360,28,Shooter,Ubisoft,146,60,2,23,66
638,Sonic Adventure,DC,18,Platform,Sega,116,60,43,8,66
639,Ice Hockey,NES,8,Sports,Nintendo,117,32,72,5,66
640,pro evolution soccer 2011,PS3,30,Sports,Konami Digital Entertainment,24,117,50,41,66
641,Dragon Ball Z: Budokai 2,PS2,23,Fighting,Atari,153,22,47,6,65
642,ATV Offroad Fury,PS2,21,Racing,Sony Computer Entertainment,196,26,0,8,65
643,Dino Crisis,PS,18,Action,Capcom,71,75,64,14,65
644,Minecraft,XOne,34,Misc,Microsoft Game Studios,133,75,0,22,65
645,Need for Speed: ProStreet,PS2,27,Racing,Electronic Arts,59,0,4,127,65
646,Madden NFL 16,XOne,35,Sports,Electronic Arts,196,8,0,26,64
647,Tetris Plus,PS,16,Puzzle,JVC,199,24,0,7,64
648,Pro Wrestling,NES,7,Fighting,Nintendo,67,18,122,3,64
649,Theme Hospital,PC,17,Strategy,Electronic Arts,216,10,0,0,64
650,Frogger's Adventures: Temple of the Frog,GBA,37,Adventure,Konami Digital Entertainment,204,18,0,7,63
651,Need for Speed (2015),PS4,35,Racing,Electronic Arts,39,144,5,36,63
652,Zumba Fitness,X360,30,Sports,505 Games,164,47,0,18,63
653,LEGO Indiana Jones: The Original Adventures,Wii,37,Action,LucasArts,144,62,0,22,63
655,Monopoly,PC,14,Misc,Hasbro Interactive,139,80,0,10,63
656,Batman: Arkham Origins,PS3,33,Action,Warner Bros. Interactive Entertainment,97,86,4,40,63
657,Dead Island,X360,31,Action,Deep Silver,138,70,0,20,63
658,Guitar Hero,PS2,25,Misc,RedOctane,157,60,3,7,62
659,LEGO Star Wars: The Complete Saga,PS3,27,Action,LucasArts,92,96,0,39,62
660,Kinect: Disneyland Adventures,X360,31,Misc,Microsoft Game Studios,163,45,2,18,62
661,WCW/nWo Revenge,N64,18,Fighting,THQ,183,38,3,2,62
662,Bloodborne,PS4,35,Action,Sony Computer Entertainment,90,75,25,36,62
663,NBA 2K15,PS4,34,Sports,Take-Two Interactive,136,53,1,37,62
664,Madden NFL 11,PS3,30,Sports,Electronic Arts,193,15,0,19,62
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,21,Misc,Konami Digital Entertainment,106,90,0,30,62
666,Madden NFL 08,X360,27,Sports,Electronic Arts,206,1,0,18,61
667,Half-Life 2,PC,24,Shooter,Vivendi Games,214,2,8,0,61
668,The Incredibles,PS2,24,Action,THQ,86,107,4,30,61
