Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
69,Just Dance 2,Wii,30,Misc,Ubisoft,352,239,1,78,380
623,Tomb Raider: The Last Revelation,PS,18,Action,Eidos Interactive,105,113,6,13,72
285,The Legend of Zelda: Skyward Sword,Wii,31,Action,Nintendo,203,119,35,40,211
846,TouchMaster,DS,27,Puzzle,Midway Games,39,126,0,25,25
435,Club Penguin: Elite Penguin Force,DS,28,Adventure,Disney Interactive Studios,177,97,0,30,136
154,Cooking Mama,DS,26,Simulation,505 Games,277,183,7,58,305
76,The Elder Scrolls V: Skyrim,X360,31,Role-Playing,Bethesda Softworks,342,238,10,84,373
732,BioShock 2,X360,30,Shooter,Take-Two Interactive,135,54,2,19,45
447,Dragon Warrior IV,NES,10,Role-Playing,Enix Corporation,6,0,185,1,132
189,Tomodachi Life,3DS,33,Simulation,Nintendo,86,191,143,28,277
272,Uncharted 4: A Thief's End,PS4,36,Shooter,Sony Computer Entertainment,120,194,18,65,218
237,The Last of Us,PS4,34,Action,Sony Computer Entertainment,168,176,7,81,241
488,inFAMOUS,PS3,29,Action,Sony Computer Entertainment,166,68,12,37,117
118,Zumba Fitness,Wii,30,Sports,505 Games,296,228,0,67,337
945,"Hey You, Pikachu!",N64,18,Simulation,Nintendo,73,6,85,0,7
513,Skylanders: Spyro's Adventure,Wii,31,Action,Activision,130,113,0,31,108
827,Sonic Mega Collection,GC,22,Misc,Infogrames,137,47,5,6,29
592,NBA Live 2005,PS2,24,Sports,Electronic Arts,192,21,0,35,82
127,The Elder Scrolls V: Skyrim,PS3,31,Role-Playing,Bethesda Softworks,237,230,24,100,329
117,Crash Bandicoot,PS,16,Platform,Sony Computer Entertainment,283,213,86,30,338
474,The Sims: Livin Large,PC,20,Misc,Electronic Arts,157,117,0,13,122
695,Dead Island,PS3,31,Action,Deep Silver,98,74,15,31,53
58,Super Mario All-Stars,SNES,13,Platform,Nintendo,356,200,155,29,391
865,Burnout Paradise,PS3,28,Racing,Electronic Arts,91,63,2,30,21
914,Ratchet & Clank Future: A Crack in Time,PS3,29,Platform,Sony Computer Entertainment,95,53,3,26,12
370,Left 4 Dead,X360,28,Shooter,Electronic Arts,247,49,5,30,166
269,The Legend of Zelda: Ocarina of Time,3DS,31,Action,Nintendo,192,126,57,30,219
47,Super Mario 64,N64,16,Platform,Nintendo,367,237,144,23,402
350,Call of Duty: Ghosts,PS4,33,Shooter,Activision,168,140,5,38,175
196,Guitar Hero II,PS2,26,Misc,RedOctane,309,62,0,68,274
1001,Call of Duty: Black Ops 3,X360,35,Shooter,Activision,101,47,0,16,0
836,Donkey Kong Country,GBA,23,Platform,Nintendo,110,47,28,7,28
738,Wario Land 3,GB,20,Platform,Nintendo,101,50,32,23,44
264,Assassin's Creed: Revelations,PS3,31,Action,Ubisoft,131,191,10,72,222
444,Star Wars Episode I Racer,N64,19,Racing,Nintendo,217,61,14,4,132
677,Skylanders SWAP Force,Wii,33,Platform,Activision,122,82,0,20,58
305,Assassin's Creed: Unity,PS4,34,Action,Ubisoft,108,185,8,70,199
342,Banjo-Kazooie,N64,18,Platform,Nintendo,176,112,51,10,177
968,NFL GameDay 2000,PS,19,Sports,989 Studios,90,67,0,12,4
150,Dragon Quest IX: Sentinels of the Starry Skies,DS,29,Role-Playing,Nintendo,56,68,210,15,309
125,FIFA 15,PS4,34,Sports,Electronic Arts,69,270,5,121,330
788,Scooby-Doo! Night of 100 Frights,PS2,22,Platform,THQ,107,71,0,22,34
51,Super Mario Land 2: 6 Golden Coins,GB,12,Adventure,Nintendo,359,192,179,29,398
354,Doom II: Hell on Earth,PC,14,Shooter,Virgin Interactive,194,138,0,16,173
929,Turok 2: Seeds of Evil,N64,17,Platform,Acclaim Entertainment,127,40,4,4,10
143,Metal Gear Solid 2: Sons of Liberty,PS2,21,Action,Konami Digital Entertainment,228,190,79,72,314
471,wwe Smackdown vs. Raw 2006,PS2,37,Fighting,,147,101,0,41,123
400,Professor Layton and the Unwound Future,DS,28,Puzzle,Nintendo,55,155,76,28,152
626,NBA 2K14,X360,33,Sports,Take-Two Interactive,199,20,0,17,71
321,Big Brain Academy: Wii Degree,Wii,27,Misc,Nintendo,96,182,39,43,190
20,Brain Age: Train Your Brain in Minutes a Day,DS,25,Misc,Nintendo,336,298,206,139,428
811,Kingdom Hearts: Birth by Sleep,PSP,30,Role-Playing,Square Enix,53,41,69,26,31
792,Devil May Cry 3: Dante's Awakening,PS2,25,Action,Capcom,89,62,28,19,33
810,Spec Ops: Airborne Commando,PS,22,Shooter,Take-Two Interactive,144,45,0,8,31
408,Max Payne,PS2,21,Shooter,Take-Two Interactive,188,104,5,22,148
538,Jak II,PS2,23,Platform,Sony Computer Entertainment,158,73,0,36,101
621,Resistance 2,PS3,28,Shooter,Sony Computer Entertainment,105,84,10,39,72
39,Grand Theft Auto III,PS2,21,Action,Take-Two Interactive,368,274,29,114,410
176,Donkey Kong 64,N64,19,Platform,Nintendo,288,78,99,6,286
246,God of War,PS2,25,Action,Sony Computer Entertainment,250,128,2,43,235
830,PGR4 - Project Gotham Racing 4,X360,27,Racing,Microsoft Game Studios,38,128,2,25,29
669,Tony Hawk's Underground 2,PS2,24,Sports,Activision,115,85,1,26,61
756,Tennis,NES,4,Sports,Nintendo,38,11,131,2,41
860,Dragon Age: Inquisition,PS4,34,Role-Playing,Electronic Arts,62,85,8,32,21
155,Destiny,PS4,34,Shooter,Activision,231,193,16,92,304
288,Fallout 4,XOne,35,Role-Playing,Bethesda Softworks,228,125,1,37,210
603,Dragon Warrior II,NES,7,Role-Playing,Enix Corporation,13,0,165,0,79
570,Hannah Montana,DS,26,Action,Disney Interactive Studios,149,79,0,26,88
745,Kirby's Pinball Land,GB,12,Misc,Nintendo,77,17,100,5,43
18,Grand Theft Auto: San Andreas,PS2,24,Action,Take-Two Interactive,381,39,39,155,430
128,The Legend of Zelda,NES,6,Action,Nintendo,305,92,137,14,328
323,Batman: Arkham Knight,PS4,35,Action,Warner Bros. Interactive Entertainment,139,153,10,61,188
256,Kingdom Hearts II,PS2,25,Role-Playing,Square Enix,208,57,119,17,226
659,LEGO Star Wars: The Complete Saga,PS3,27,Action,LucasArts,92,96,0,39,62
966,Madden NFL 07,X360,26,Sports,Electronic Arts,156,0,1,13,4
191,Medal of Honor: Rising Sun,PS2,23,Shooter,Electronic Arts,187,205,13,80,275
116,Uncharted 3: Drake's Deception,PS3,31,Action,Sony Computer Entertainment,254,235,19,101,339
617,Saints Row: The Third,PS3,31,Action,THQ,76,105,18,39,73
607,Madden NFL 09,X360,28,Sports,Electronic Arts,209,12,0,20,78
181,Dragon Quest VIII: Journey of the Cursed King,PS2,24,Role-Playing,Square Enix,55,74,196,20,282
302,Left 4 Dead 2,X360,29,Shooter,Electronic Arts,248,88,5,37,201
761,Volleyball,NES,7,Sports,Nintendo,12,3,148,0,39
714,Resident Evil 4,Wii,27,Action,Capcom,124,56,14,21,50
725,LEGO Indiana Jones: The Original Adventures,DS,28,Action,Activision,132,60,0,21,47
687,James Bond 007: Everything or Nothing,PS2,24,Shooter,Electronic Arts,75,105,9,32,55
981,50 Cent: Bulletproof,PS2,25,Action,Vivendi Games,75,75,0,16,1
518,Medal of Honor,PS3,30,Shooter,Electronic Arts,118,104,7,43,106
986,Kirby 64: The Crystal Shards,N64,20,Platform,Nintendo,53,6,93,4,1
46,Pokemon HeartGold/Pokemon SoulSilver,DS,29,Action,Nintendo,330,232,203,77,403
911,Need for Speed Rivals,PS4,33,Racing,Electronic Arts,63,90,3,22,13
158,Super Smash Bros.,N64,19,Fighting,Nintendo,265,59,147,4,301
853,Tenchu: Stealth Assassins,PS,17,Action,Activision,85,63,26,13,23
172,Pokemon Pinball,GB,19,Misc,Nintendo,271,111,92,16,289
17,Grand Theft Auto V,PS3,33,Action,Take-Two Interactive,369,299,89,152,431
512,Command & Conquer: Red Alert,PC,16,Strategy,Virgin Interactive,127,132,0,14,108
49,Super Mario Galaxy,Wii,27,Platform,Nintendo,359,253,107,76,400
973,Midnight Club II,PS2,23,Racing,Take-Two Interactive,115,29,0,24,2
942,Gran Turismo Concept 2001 Tokyo,PS2,21,Racing,Unknown,0,109,40,33,8
516,BioShock,X360,27,Shooter,Take-Two Interactive,155,85,5,28,106
954,Sonic & Knuckles,GEN,14,Platform,Sega,114,42,3,12,6
481,Sonic Heroes,PS2,23,Platform,Sega,94,135,6,49,119
284,FIFA Soccer 07,PS2,26,Sports,Electronic Arts,61,222,3,88,212
720,Monster Hunter Tri,Wii,29,Role-Playing,Nintendo,57,40,95,11,49
879,FIFA Soccer 09,X360,28,Sports,Electronic Arts,39,125,1,18,18
226,Tony Hawk's Pro Skater 2,PS,20,Sports,Activision,273,139,2,20,250
27,Pokemon Black/Pokemon White,DS,30,Role-Playing,Nintendo,348,249,217,81,421
956,The Sims: Hot Date,PC,21,Simulation,Electronic Arts,170,0,0,0,6
438,Sonic Rush,DS,25,Platform,Sega,112,152,6,29,135
953,Kirby: Triple Deluxe,3DS,34,Platform,Nintendo,51,34,73,9,6
365,LEGO Star Wars: The Video Game,PS2,25,Action,Eidos Interactive,187,113,1,41,167
230,Tomb Raider,PS,16,Action,Eidos Interactive,215,186,13,24,247
38,Call of Duty: Modern Warfare 3,PS3,31,Shooter,Activision,346,285,46,124,411
967,NBA 2K11,PS3,30,Action,Take-Two Interactive,131,21,3,16,4
375,Kung Fu,NES,5,Action,Nintendo,154,37,122,6,164
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,27,Fighting,Atari,105,0,70,103,123
969,Call of Duty: Black Ops 3,PS3,35,Shooter,Activision,39,95,7,27,3
852,Mortal Kombat vs. DC Universe,PS3,28,Fighting,Midway Games,138,30,0,22,24
706,TOCA Touring Car Championship,PS,17,Racing,Codemasters,5,189,2,18,52
843,Call of Duty 2,X360,25,Shooter,Activision,170,5,1,15,26
195,Microsoft Flight Simulator,PC,16,Simulation,Microsoft Game Studios,282,162,0,20,274
856,Harry Potter and the Chamber of Secrets,PS,22,Action,Electronic Arts,65,108,2,12,22
866,E.T.: The Extra Terrestrial,2600,1,Action,Atari,173,11,0,2,21
504,Imagine: Babyz,DS,27,Simulation,Ubisoft,120,126,0,31,111
971,Beyond: Two Souls,PS3,33,Adventure,Sony Computer Entertainment,42,87,6,34,3
832,Dance Central 2,X360,31,Misc,Microsoft Game Studios,135,41,1,16,28
580,God of War Collection,PS3,29,Action,Sony Computer Entertainment,160,45,6,41,86
970,Disney's The Lion King,SNES,14,Platform,Virgin Interactive,116,38,8,6,3
163,Super Mario Advance,GBA,21,Platform,Nintendo,278,123,83,20,297
910,Max Payne 3,PS3,32,Shooter,Take-Two Interactive,49,91,6,32,14
153,Tekken 2,PS,16,Fighting,Sony Computer Entertainment,213,178,118,23,306
803,Need For Speed: Undercover,PS3,28,Racing,Electronic Arts,53,101,5,39,32
995,Def Jam: Fight for NY,PS2,24,Fighting,Electronic Arts,76,66,0,22,0
757,The Sims: House Party,PC,21,Simulation,Electronic Arts,113,82,0,10,40
112,Just Dance 4,Wii,32,Misc,Ubisoft,322,203,0,56,341
227,Animal Crossing: City Folk,Wii,28,Simulation,Nintendo,176,111,114,37,250
690,Chrono Trigger,SNES,15,Role-Playing,SquareSoft,23,0,150,1,55
104,Battlefield 3,PS3,31,Shooter,Electronic Arts,260,240,33,104,348
422,Baseball,NES,3,Sports,Nintendo,63,10,164,2,140
420,Yokai Watch 2 Ganso/Honke,3DS,34,Role-Playing,Nintendo,3,0,190,0,142
752,Pokemon Ranger,DS,26,Role-Playing,Nintendo,119,4,67,12,42
587,Harry Potter and the Chamber of Secrets,PS2,22,Action,Electronic Arts,80,121,4,44,84
782,Need for Speed: Hot Pursuit 2,PS2,22,Racing,Electronic Arts,158,31,2,9,35
674,Donkey Kong Land II,GB,16,Platform,Nintendo,129,47,38,8,59
120,Uncharted 2: Among Thieves,PS3,29,Action,Sony Computer Entertainment,286,206,21,95,335
54,Super Mario 3D Land,3DS,31,Platform,Nintendo,339,241,156,78,395
152,Resident Evil 2,PS,18,Action,Virgin Interactive,177,143,150,45,307
404,James Bond 007: Nightfire,PS2,22,Shooter,Electronic Arts,135,128,12,46,150
947,World of Warcraft: Mists of Pandaria,PC,32,Role-Playing,Activision,74,75,0,23,7
208,Guitar Hero III: Legends of Rock,PS2,27,Misc,Activision,295,1,1,122,266
660,Kinect: Disneyland Adventures,X360,31,Misc,Microsoft Game Studios,163,45,2,18,62
845,Forza Horizon,X360,32,Racing,Microsoft Game Studios,72,97,4,18,26
764,Super Mario RPG: Legend of the Seven Stars,SNES,16,Role-Playing,Nintendo,56,0,124,3,38
9,New Super Mario Bros. Wii,Wii,29,Platform,Nintendo,391,291,212,142,439
809,Skate 3,PS3,30,Sports,Electronic Arts,69,93,0,35,32
37,Call of Duty: Modern Warfare 2,X360,29,Shooter,Activision,375,260,8,113,412
453,World Class Track Meet,NES,6,Sports,Namco Bandai Games,181,44,59,7,129
652,Zumba Fitness,X360,30,Sports,505 Games,164,47,0,18,63
254,Resistance: Fall of Man,PS3,26,Shooter,Sony Computer Entertainment,163,165,14,75,228
304,EA Sports Active,Wii,29,Sports,Electronic Arts,199,134,6,40,199
748,Yu-Gi-Oh: Duel Monsters 4,GB,20,Role-Playing,Konami Digital Entertainment,0,0,157,1,42
572,Skylanders Giants,Wii,32,Action,Activision,146,87,0,22,88
624,NBA 2K13,PS3,32,Sports,Take-Two Interactive,162,43,5,27,72
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,26,Action,Capcom,96,81,5,28,45
893,Watch Dogs,PS3,34,Action,Ubisoft,46,88,10,37,17
263,Batman: Arkham Asylum,PS3,29,Action,Eidos Interactive,211,132,7,61,223
611,Game Party,Wii,27,Misc,Midway Games,140,77,0,24,76
298,Minecraft,PS4,34,Misc,Sony Computer Entertainment Europe,128,176,12,65,204
415,Monster Hunter X,3DS,35,Action,Capcom,21,19,181,4,145
151,LEGO Star Wars: The Complete Saga,Wii,27,Action,LucasArts,302,157,0,53,308
790,Need for Speed: Most Wanted 5-1-0,PSP,25,Racing,Electronic Arts,167,13,2,18,34
641,Dragon Ball Z: Budokai 2,PS2,23,Fighting,Atari,153,22,47,6,65
891,Tetris DX,GB,18,Puzzle,Nintendo,96,59,20,7,17
551,Call of Duty 3,X360,26,Shooter,Activision,139,92,2,27,94
888,Guitar Hero: World Tour,PS3,28,Misc,Activision,100,55,0,27,17
489,Pac-Man Collection,GBA,21,Puzzle,Atari,196,76,5,5,117
148,Final Fantasy XII,PS2,26,Role-Playing,Square Enix,177,0,162,129,311
147,The Last of Us,PS3,33,Action,Sony Computer Entertainment Europe,225,209,27,96,312
722,Sonic Advance,GBA,21,Platform,Sega,109,70,22,13,48
933,Phineas and Ferb,DS,29,Action,Disney Interactive Studios,124,36,0,15,10
741,High School Musical: Makin' the Cut!,DS,27,Puzzle,Disney Interactive Studios,96,90,0,23,44
661,WCW/nWo Revenge,N64,18,Fighting,THQ,183,38,3,2,62
349,Pro Evolution Soccer 2008,PS2,27,Sports,Konami Digital Entertainment,4,0,59,149,175
464,Killzone 2,PS3,29,Shooter,Sony Computer Entertainment,130,106,8,47,124
326,Resident Evil Director's Cut,PS,16,Action,Virgin Interactive,171,123,44,25,186
187,The Legend of Zelda: Phantom Hourglass,DS,27,Action,Nintendo,179,172,87,49,278
124,Red Dead Redemption,PS3,30,Action,Take-Two Interactive,256,226,17,98,331
855,Harry Potter and the Chamber of Secrets,GBA,22,Action,Electronic Arts,111,63,5,9,23
609,Crazy Taxi,PS2,21,Racing,Acclaim Entertainment,103,111,6,22,76
144,Sonic the Hedgehog 2,GEN,12,Platform,Sega,333,119,16,19,313
960,DDRMAX2: Dance Dance Revolution,PS2,23,Simulation,Konami Digital Entertainment,95,58,0,18,5
198,Grand Theft Auto V,XOne,34,Action,Take-Two Interactive,247,190,0,41,272
610,Perfect Dark,N64,20,Action,Nintendo,145,74,16,6,76
280,Madden NFL 2003,PS2,22,Sports,Electronic Arts,289,21,1,56,214
294,Namco Museum Vol.3,PS,16,Misc,Sony Computer Entertainment,214,150,16,6,206
401,Rugrats: Search For Reptar,PS,18,Adventure,THQ,153,148,0,18,151
123,Big Brain Academy,DS,25,Misc,Nintendo,157,233,134,62,332
184,New Super Mario Bros. U,WiiU,32,Platform,Nintendo,218,129,110,31,280
203,Tony Hawk's Pro Skater,PS,19,Sports,Activision,293,136,2,20,269
439,Resident Evil 6,PS3,32,Shooter,Capcom,78,96,80,42,135
247,Nintendo Land,WiiU,32,Misc,Nintendo,237,110,43,33,234
416,Tekken,PS,15,Fighting,Sony Computer Entertainment,85,129,71,22,144
934,Chrono Cross,PS,19,Role-Playing,SquareSoft,52,41,63,12,10
767,SimCity 2000,PC,12,Simulation,Maxis,110,83,0,10,38
908,LEGO Star Wars III: The Clone Wars,Wii,31,Action,LucasArts,98,65,0,17,15
837,Need for Speed: The Run,PS3,31,Action,Electronic Arts,48,105,3,37,28
889,Mortal Kombat II,SNES,13,Fighting,Acclaim Entertainment,138,38,0,6,17
130,Halo: Combat Evolved,XB,21,Shooter,Microsoft Game Studios,340,129,8,7,326
638,Sonic Adventure,DC,18,Platform,Sega,116,60,43,8,66
403,English Training: Have Fun Improving Your Skills!,DS,26,Misc,Nintendo,0,98,161,2,150
786,Mortal Kombat,X360,31,Fighting,Warner Bros. Interactive Entertainment,153,33,0,15,35
772,Far Cry: Primal,PS4,36,Action,Ubisoft,49,115,6,33,37
737,Guitar Hero II,X360,27,Misc,Activision,190,2,0,17,44
915,Yu-Gi-Oh! Forbidden Memories,PS,19,Role-Playing,Konami Digital Entertainment,127,43,0,8,12
220,FIFA 15,PS3,34,Sports,Electronic Arts,47,247,4,102,256
642,ATV Offroad Fury,PS2,21,Racing,Sony Computer Entertainment,196,26,0,8,65
917,Hot Shots Golf 2,PS,19,Sports,Sony Computer Entertainment,21,12,126,3,12
754,Final Fantasy XIII,X360,30,Role-Playing,Square Enix,117,67,1,20,41
808,Warcraft: Orcs & Humans,PC,14,Strategy,Activision,79,107,0,11,32
921,Star Fox Adventures,GC,22,Adventure,Nintendo,86,52,29,9,11
625,Rock Band,X360,37,Misc,Electronic Arts,182,34,0,21,72
876,Star Wars: Dark Forces,PC,14,Shooter,LucasArts,99,76,0,9,19
762,FIFA 15,XOne,34,Sports,Electronic Arts,50,139,0,14,39
387,Battlefield 4,PS4,33,Shooter,Electronic Arts,124,149,17,38,158
974,Dragon Quest Monsters: Joker,DS,26,Role-Playing,Square Enix,19,3,127,3,2
510,F-Zero,SNES,10,Racing,Nintendo,127,50,81,7,108
268,Warcraft II: Tides of Darkness,PC,15,Strategy,Activision,160,208,0,23,219
821,SoulCalibur II,PS2,23,Fighting,Namco Bandai Games,96,61,13,25,30
442,Spider-Man,PS,20,Action,Activision,160,124,2,16,133
497,Sega Superstars Tennis,X360,28,Sports,Sega,165,85,0,28,113
113,FIFA 14,PS3,33,Sports,Electronic Arts,68,272,7,128,340
693,Guild Wars 2,PC,32,Action,NCSoft,85,105,0,29,54
233,The Legend of Zelda: The Wind Waker,GC,22,Action,Nintendo,242,98,81,13,244
871,Kirby Squeak Squad,DS,26,Platform,Nintendo,69,3,95,8,20
608,Space Invaders,2600,37,Shooter,Atari,221,14,0,3,77
673,LEGO Harry Potter: Years 1-4,DS,30,Action,Warner Bros. Interactive Entertainment,97,104,0,23,59
374,Assassin's Creed: Brotherhood,X360,30,Action,Ubisoft,259,38,3,24,164
983,Wii Party U,WiiU,33,Misc,Nintendo,26,53,78,8,1
844,Madden NFL 15,X360,34,Sports,Electronic Arts,166,9,0,17,26
234,Mario & Sonic at the Olympic Winter Games,Wii,29,Sports,Sega,178,188,22,48,243
787,Parasite Eve,PS,18,Role-Playing,SquareSoft,84,7,95,4,34
678,WWE SmackDown vs Raw 2008,PS2,27,Fighting,THQ,82,0,1,119,58
318,Namco Museum Vol.1,PS,15,Misc,Sony Computer Entertainment,201,142,22,6,192
649,Theme Hospital,PC,17,Strategy,Electronic Arts,216,10,0,0,64
411,Destiny,XOne,34,Shooter,Activision,202,91,0,23,147
900,The Sims: Makin' Magic,PC,23,Simulation,Electronic Arts,93,79,0,9,16
711,Wario Land 4,GBA,21,Platform,Nintendo,80,72,50,9,50
359,WWF SmackDown!,PS,20,Fighting,THQ,190,133,6,16,170
259,Asteroids,2600,0,Shooter,Atari,314,26,0,5,225
746,Donkey Kong Country,GB,20,Platform,Nintendo,94,71,29,13,43
628,uDraw Studio,Wii,30,Misc,THQ,157,57,0,20,70
633,Halo: Combat Evolved Anniversary,X360,31,Shooter,Microsoft Game Studios,134,72,4,22,68
283,Super Mario World 2: Yoshi's Island,SNES,15,Platform,Nintendo,155,60,140,9,213
377,Clubhouse Games,DS,26,Misc,Nintendo,49,172,67,35,164
385,Borderlands,X360,29,Shooter,Take-Two Interactive,223,72,3,29,159
225,The Simpsons: Hit & Run,PS2,23,Racing,Vivendi Games,163,202,0,79,251
955,Namco Museum,PS2,21,Misc,Namco Bandai Games,163,7,0,2,6
816,The Sims 3,PS3,30,Simulation,Electronic Arts,63,96,2,34,30
473,Star Fox,SNES,13,Shooter,Nintendo,151,50,74,7,122
348,FIFA Soccer 10,PS3,29,Sports,Electronic Arts,50,220,5,52,175
506,Call of Duty: Ghosts,XOne,33,Shooter,Activision,176,76,0,22,109
640,pro evolution soccer 2011,PS3,30,Sports,Konami Digital Entertainment,24,117,50,41,66
989,Metroid II: Return of Samus,GB,11,Adventure,Nintendo,75,31,52,4,0
930,SingStar,PS2,24,Misc,Sony Computer Entertainment,0,135,0,49,10
907,Destiny: The Taken King,PS4,35,Shooter,Activision,67,77,4,31,15
620,Mortal Kombat: Deadly Alliance,PS2,22,Fighting,Midway Games,170,51,0,15,73
857,SimCity,SNES,11,Simulation,Nintendo,83,27,69,4,22
805,Mario Party 5,GC,23,Misc,Nintendo,87,33,67,6,32
646,Madden NFL 16,XOne,35,Sports,Electronic Arts,196,8,0,26,64
848,LEGO Marvel Super Heroes,PS3,33,Action,Warner Bros. Interactive Entertainment,67,84,1,37,24
557,LEGO Star Wars II: The Original Trilogy,PS2,26,Action,LucasArts,174,63,1,19,92
959,The Evil Within,PS4,34,Action,Bethesda Softworks,45,83,11,31,5
578,Pac-Man: Adventures in Time,PSP,26,Fighting,Sony Computer Entertainment,66,109,12,65,86
797,Wipeout: The Game,Wii,29,Misc,Mindscape,186,0,0,12,33
86,Mario & Sonic at the Olympic Games,Wii,27,Sports,Sega,240,266,61,90,365
243,Dragon Quest VII: Warriors of Eden,PS,20,Role-Playing,Enix Corporation,16,14,204,2,236
700,Just Dance 2015,Wii,34,Misc,Ubisoft,101,97,0,20,52
160,Batman: Arkham City,PS3,31,Action,Warner Bros. Interactive Entertainment,249,180,11,80,300
525,WWE SmackDown! Here Comes the Pain,PS2,23,Fighting,THQ,122,105,4,38,103
36,Call of Duty: Black Ops II,X360,32,Shooter,Activision,373,271,7,105,413
541,Tekken 6,PS3,29,Fighting,Namco Bandai Games,110,97,17,43,101
171,Dr. Mario,GB,9,Puzzle,Nintendo,206,95,149,20,290
656,Batman: Arkham Origins,PS3,33,Action,Warner Bros. Interactive Entertainment,97,86,4,40,63
892,Mortal Kombat vs. DC Universe,X360,28,Fighting,Midway Games,143,24,0,16,17
859,Resident Evil 6,X360,32,Shooter,Capcom,101,62,7,16,22
849,Fire Emblem: Awakening,3DS,32,Role-Playing,Nintendo,79,44,49,13,24
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,25,Misc,THQ,121,48,0,3,7
735,Rock Band 2,X360,28,Misc,Electronic Arts,168,24,0,18,44
96,Crash Bandicoot 2: Cortex Strikes Back,PS,17,Platform,Sony Computer Entertainment,306,201,113,31,356
564,Final Fantasy XIII-2,PS3,31,Role-Playing,Square Enix,68,74,81,26,91
241,Madden NFL 07,PS2,26,Sports,Electronic Arts,300,24,1,61,238
744,Star Wars: Knights of the Old Republic,XB,23,Role-Playing,Activision,158,43,0,8,43
575,Star Wars: Shadows of the Empire,N64,16,Action,Nintendo,189,49,12,3,88
692,LEGO Marvel Super Heroes,X360,33,Action,Warner Bros. Interactive Entertainment,114,84,0,21,54
461,Epic Mickey,Wii,30,Platform,Disney Interactive Studios,195,63,12,22,126
554,Mortal Kombat X,PS4,35,Fighting,Warner Bros. Interactive Entertainment,137,75,0,47,93
890,Virtua Fighter 2,SAT,15,Fighting,Sega,28,26,112,3,17
207,Link's Crossbow Training,Wii,27,Shooter,Nintendo,274,117,28,46,267
393,FIFA Soccer 2003,PS2,22,Sports,Electronic Arts,36,209,5,61,155
796,NBA 2K11,X360,30,Action,Take-Two Interactive,173,12,1,13,33
398,WWF War Zone,PS,18,Fighting,Acclaim Entertainment,229,75,0,13,152
768,Demon Attack,2600,1,Shooter,Imagic,188,12,0,2,37
850,DriveClub,PS4,34,Racing,Sony Computer Entertainment,29,130,2,33,24
218,StarCraft II: Wings of Liberty,PC,30,Strategy,Activision,238,161,0,59,257
5,Pokemon Red/Pokemon Blue,GB,16,Role-Playing,Nintendo,387,295,222,95,443
770,Tetris DS,DS,26,Puzzle,Nintendo,54,7,117,8,37
643,Dino Crisis,PS,18,Action,Capcom,71,75,64,14,65
931,LittleBigPlanet 3,PS4,34,Platform,Sony Computer Entertainment,54,91,1,29,10
613,Tomb Raider (2013),PS3,33,Action,Square Enix,50,130,8,52,75
740,Sonic Unleashed,Wii,28,Platform,Sega,118,67,2,21,44
547,Assassin's Creed IV: Black Flag,PS4,33,Action,Ubisoft,97,130,6,31,97
727,New Super Luigi U,WiiU,33,Platform,Nintendo,117,61,18,16,46
685,Mario Tennis,N64,20,Sports,Nintendo,68,39,96,7,56
99,Call of Duty: World at War,X360,28,Shooter,Activision,338,179,0,69,353
806,Ghostbusters: The Video Game (DS Version),PS3,30,Action,Take-Two Interactive,49,98,13,36,32
729,Scribblenauts,DS,29,Puzzle,Warner Bros. Interactive Entertainment,161,32,2,18,46
574,Super Mario Bros.: The Lost Levels,NES,6,Platform,Nintendo,0,0,175,0,88
407,Star Wars Episode III: Revenge of the Sith,PS2,25,Action,LucasArts,137,137,3,43,149
503,Syphon Filter,PS,19,Shooter,Sony Computer Entertainment,192,71,2,11,111
48,Gran Turismo 4,PS2,24,Racing,Sony Computer Entertainment,270,1,100,153,401
33,Pokemon X/Pokemon Y,3DS,33,Role-Playing,Nintendo,344,268,209,79,416
781,PES 2009: Pro Evolution Soccer,PS3,28,Sports,Konami Digital Entertainment,9,132,38,26,35
841,NBA Live 2004,PS2,23,Sports,Electronic Arts,147,18,0,27,27
201,Super Mario Bros.,GB,19,Platform,Nintendo,292,129,15,22,271
135,Red Dead Redemption,X360,30,Action,Take-Two Interactive,304,186,9,57,321
28,Brain Age 2: More Training in Minutes a Day,DS,25,Puzzle,Nintendo,294,282,214,109,420
882,Alleyway,GB,9,Puzzle,Nintendo,86,37,51,5,18
231,Guitar Hero III: Legends of Rock,Wii,27,Misc,Activision,274,111,0,44,246
490,Mass Effect,X360,27,Role-Playing,Microsoft Game Studios,172,79,3,27,116
774,Final Fantasy III,DS,26,Role-Playing,Square Enix,81,5,97,9,36
379,Star Wars Battlefront (2015),XOne,35,Shooter,Electronic Arts,183,121,2,31,163
289,World of Warcraft: The Burning Crusade,PC,27,Role-Playing,Activision,239,147,0,0,210
419,Madden NFL 16,PS4,35,Sports,Electronic Arts,219,30,0,59,142
676,Midnight Club: Los Angeles,X360,28,Racing,Take-Two Interactive,158,45,1,20,59
392,F-1 Race,GB,10,Racing,Nintendo,163,68,55,40,156
593,LittleBigPlanet,PSP,29,Platform,Sony Computer Entertainment,54,123,1,69,81
